Year,District,Jan-FebDistrict,Mar-MayDistrict,Jun-SepDistrict,Oct-DecDistrict,AnnualDistrict,JanFebNational,MarMayNational,JunSepNational,OctDecNational,AnnualNational
2018,Barwani,22.31,31.16,28.1,24.98,27.17,21.24,28.16,28.28,23.55,25.9
2018,Bastar,22.68,31.38,27.89,23.71,26.94,21.24,28.16,28.28,23.55,25.9
2018,Basti,18.33,30.19,30.66,22.28,26.55,21.24,28.16,28.28,23.55,25.9
2018,Bathinda,15.35,28.57,32.43,21.68,25.91,21.24,28.16,28.28,23.55,25.9
2018,Baudh,20.92,29.16,26.79,22.22,25.53,21.24,28.16,28.28,23.55,25.9
2018,Begusarai,18.62,29.19,29.56,22.6,26.01,21.24,28.16,28.28,23.55,25.9
2018,Belgaum,24.2,28.9,25.25,25.09,26.05,21.24,28.16,28.28,23.55,25.9
2018,Bellary,24.66,29.79,25.69,24.27,26.4,21.24,28.16,28.28,23.55,25.9
2018,Betul,21.99,31.61,27.65,24.01,26.75,21.24,28.16,28.28,23.55,25.9
2018,Bhadrak,24.15,30.71,29.39,24.87,27.84,21.24,28.16,28.28,23.55,25.9
2018,Bhagalpur,18.78,28.58,28.87,22.46,25.6,21.24,28.16,28.28,23.55,25.9
2018,Bhandara,22.52,32.54,28.75,24.11,27.48,21.24,28.16,28.28,23.55,25.9
2018,Bharatpur,16.83,30.24,31.25,22.33,26.26,21.24,28.16,28.28,23.55,25.9
2018,Bharuch,22.1,29.33,27.96,25.4,26.67,21.24,28.16,28.28,23.55,25.9
2018,Bhavnagar,21.86,28.81,28.03,26.05,26.55,21.24,28.16,28.28,23.55,25.9
2018,Bhilwara,17.77,29.74,28.38,22.91,25.73,21.24,28.16,28.28,23.55,25.9
2018,Bhind,16.81,30.52,30.76,21.84,26.02,21.24,28.16,28.28,23.55,25.9
2018,Bhiwani,15.68,29.03,31.56,21.49,25.71,21.24,28.16,28.28,23.55,25.9
2018,Bhojpur,18.32,30.09,30.34,22.4,26.36,21.24,28.16,28.28,23.55,25.9
2018,Bhopal,20.08,31.4,28.18,23.63,26.46,21.24,28.16,28.28,23.55,25.9
2018,Bid,23.75,31.19,26.95,24.52,26.94,21.24,28.16,28.28,23.55,25.9
2018,Bidar,24.89,32.34,27.47,24.94,27.61,21.24,28.16,28.28,23.55,25.9
2018,Bijapur,25.0,31.25,26.62,24.98,27.18,21.24,28.16,28.28,23.55,25.9
2018,Bijnor,16.39,28.58,30.73,21.18,25.54,21.24,28.16,28.28,23.55,25.9
2018,Bikaner,16.17,29.78,32.71,22.09,26.55,21.24,28.16,28.28,23.55,25.9
2018,Bilaspur,15.51,27.69,31.34,20.58,25.11,21.24,28.16,28.28,23.55,25.9
2018,Birbhum,21.03,30.12,29.34,23.55,26.81,21.24,28.16,28.28,23.55,25.9
2018,Bishnupur,15.79,20.97,22.9,18.32,20.1,21.24,28.16,28.28,23.55,25.9
2018,Bokaro,18.92,29.1,27.39,21.42,25.0,21.24,28.16,28.28,23.55,25.9
2018,Budaun,16.53,29.61,31.37,21.73,26.09,21.24,28.16,28.28,23.55,25.9
2018,Bulandshahar,16.13,29.47,31.47,21.57,25.95,21.24,28.16,28.28,23.55,25.9
2018,Buldana,22.98,31.35,26.96,24.08,26.73,21.24,28.16,28.28,23.55,25.9
2018,Bundi,18.19,30.95,29.75,23.55,26.82,21.24,28.16,28.28,23.55,25.9
2018,Burdwan,21.52,30.25,29.28,23.63,26.98,21.24,28.16,28.28,23.55,25.9
2018,Buxar,18.25,30.0,30.07,22.23,26.2,21.24,28.16,28.28,23.55,25.9
2018,Cachar,19.57,25.54,27.52,22.17,24.46,21.24,28.16,28.28,23.55,25.9
2018,Chamarajanagar,23.98,26.97,24.45,23.91,25.16,21.24,28.16,28.28,23.55,25.9
2018,Chamba,10.23,22.03,26.78,16.1,20.26,21.24,28.16,28.28,23.55,25.9
2018,Chamoli,10.36,19.9,22.37,14.63,17.77,21.24,28.16,28.28,23.55,25.9
2018,Champawat,17.29,28.82,30.59,21.61,25.7,21.24,28.16,28.28,23.55,25.9
2018,Champhai,19.3,24.48,25.43,21.52,23.24,21.24,28.16,28.28,23.55,25.9
2018,Chandauli,17.76,29.91,29.58,21.86,25.81,21.24,28.16,28.28,23.55,25.9
2018,Chandel,14.36,19.24,20.99,16.7,18.35,21.24,28.16,28.28,23.55,25.9
2018,Chandigarh,16.19,28.39,31.66,21.19,25.78,21.24,28.16,28.28,23.55,25.9
2018,Chandrapur,23.5,32.81,28.57,24.2,27.79,21.24,28.16,28.28,23.55,25.9
2018,Changlang,14.11,19.86,23.59,17.0,19.46,21.24,28.16,28.28,23.55,25.9
2018,Chatra,17.36,28.38,27.39,20.79,24.41,21.24,28.16,28.28,23.55,25.9
2018,Chennai,25.37,30.93,31.02,26.09,28.96,21.24,28.16,28.28,23.55,25.9
2018,Chhatarpur,18.18,30.31,28.83,22.38,25.73,21.24,28.16,28.28,23.55,25.9
2018,Chhindwara,20.78,30.91,27.17,23.14,25.83,21.24,28.16,28.28,23.55,25.9
2018,Chikmangalur,25.66,28.61,25.36,25.63,26.46,21.24,28.16,28.28,23.55,25.9
2018,Chitradurga,23.96,28.05,24.39,23.36,25.23,21.24,28.16,28.28,23.55,25.9
2018,Chitrakoot,16.92,29.61,29.19,21.3,25.49,21.24,28.16,28.28,23.55,25.9
2018,Chittaurgarh,18.95,30.25,28.28,23.55,26.14,21.24,28.16,28.28,23.55,25.9
2018,Chittoor,23.92,29.43,27.45,24.01,26.71,21.24,28.16,28.28,23.55,25.9
2018,Churachandpur,16.2,21.45,23.1,18.72,20.49,21.24,28.16,28.28,23.55,25.9
2018,Churu,16.13,29.83,32.33,21.99,26.4,21.24,28.16,28.28,23.55,25.9
2018,Coimbatore,26.16,28.25,26.27,26.07,26.8,21.24,28.16,28.28,23.55,25.9
2018,Cooch Behar,19.38,27.22,29.39,23.42,25.8,21.24,28.16,28.28,23.55,25.9
2018,Cuddalore,26.24,30.59,30.15,26.71,28.72,21.24,28.16,28.28,23.55,25.9
2018,Cuddapah,24.4,30.57,27.57,24.14,27.1,21.24,28.16,28.28,23.55,25.9
2018,Cuttack,23.41,29.32,28.65,24.16,27.03,21.24,28.16,28.28,23.55,25.9
2018,Dadra & Nagar Haveli,19.47,23.88,22.91,22.3,22.36,21.24,28.16,28.28,23.55,25.9
2018,Damoh,19.42,30.78,28.04,22.86,25.92,21.24,28.16,28.28,23.55,25.9
2018,Dantewada,24.28,32.3,28.99,25.06,28.01,21.24,28.16,28.28,23.55,25.9
2018,Darbhanga,18.67,28.64,29.93,22.82,26.18,21.24,28.16,28.28,23.55,25.9
2018,Darjeeling,16.9,25.18,27.44,21.32,23.77,21.24,28.16,28.28,23.55,25.9
2018,Darrang,17.93,24.31,27.46,21.26,23.69,21.24,28.16,28.28,23.55,25.9
2018,Datia,17.28,30.59,30.08,22.04,25.9,21.24,28.16,28.28,23.55,25.9
2018,Dausa,17.6,30.7,31.07,23.03,26.74,21.24,28.16,28.28,23.55,25.9
2018,Davanagere,24.25,28.09,24.58,24.13,25.54,21.24,28.16,28.28,23.55,25.9
2018,Debagarh,21.33,30.33,27.88,22.81,26.46,21.24,28.16,28.28,23.55,25.9
2018,Dehradun,15.74,27.52,30.19,20.45,24.73,21.24,28.16,28.28,23.55,25.9
2018,Deoghar,19.62,29.85,28.72,22.46,26.0,21.24,28.16,28.28,23.55,25.9
2018,Deoria,18.63,29.71,30.34,22.59,26.52,21.24,28.16,28.28,23.55,25.9
2018,Dewas,21.33,31.79,28.36,24.38,27.07,21.24,28.16,28.28,23.55,25.9
2018,Dhalai,21.21,27.57,28.59,24.02,26.13,21.24,28.16,28.28,23.55,25.9
2018,Dhamtari,21.25,30.75,27.05,22.6,26.08,21.24,28.16,28.28,23.55,25.9
2018,Dhanbad,19.77,29.92,28.37,22.18,25.85,21.24,28.16,28.28,23.55,25.9
2018,Dhar,21.37,30.87,27.82,24.57,26.67,21.24,28.16,28.28,23.55,25.9
2018,Dharmapuri,24.93,29.07,26.78,24.81,26.76,21.24,28.16,28.28,23.55,25.9
2018,Dharwad,24.35,28.44,25.41,25.22,26.1,21.24,28.16,28.28,23.55,25.9
2018,Dhaulpur,17.34,30.73,31.18,22.55,26.46,21.24,28.16,28.28,23.55,25.9
2018,Dhemaji,19.15,25.03,28.75,21.94,24.61,21.24,28.16,28.28,23.55,25.9
2018,Dhenkanal,22.57,29.75,28.02,23.38,26.66,21.24,28.16,28.28,23.55,25.9
2018,Dhubri,19.52,27.2,29.12,23.36,25.67,21.24,28.16,28.28,23.55,25.9
2018,Dhule,21.34,29.28,26.4,23.89,25.69,21.24,28.16,28.28,23.55,25.9
2018,Dibang Valley,13.2,19.68,24.16,16.24,19.35,21.24,28.16,28.28,23.55,25.9
2018,Dibrugarh,18.77,24.47,28.12,21.39,24.02,21.24,28.16,28.28,23.55,25.9
2018,Dindigul,24.17,26.82,24.95,24.26,25.19,21.24,28.16,28.28,23.55,25.9
2018,Dindori,19.35,30.12,27.26,21.96,25.35,21.24,28.16,28.28,23.55,25.9
2018,Doda,5.81,17.21,22.85,12.25,16.03,21.24,28.16,28.28,23.55,25.9
2018,Dohad,21.95,31.34,29.2,25.53,27.7,21.24,28.16,28.28,23.55,25.9
2018,Dumka,20.22,29.76,28.97,22.91,26.34,21.24,28.16,28.28,23.55,25.9
2018,Dungarpur,20.93,31.16,29.41,25.04,27.41,21.24,28.16,28.28,23.55,25.9
2018,Durg,21.6,31.81,27.92,23.15,26.71,21.24,28.16,28.28,23.55,25.9
2018,East Garo Hills,19.68,26.41,28.02,22.85,24.96,21.24,28.16,28.28,23.55,25.9
2018,East Godavari,24.67,30.73,29.75,25.66,28.21,21.24,28.16,28.28,23.55,25.9
2018,East Kameng,17.77,24.02,27.46,20.93,23.58,21.24,28.16,28.28,23.55,25.9
2018,East Khasi Hills,19.14,24.81,26.83,21.9,23.89,21.24,28.16,28.28,23.55,25.9
2018,East Nimar,22.52,31.92,28.13,24.5,27.16,21.24,28.16,28.28,23.55,25.9
2018,East Siang,15.47,21.72,26.01,18.54,21.43,21.24,28.16,28.28,23.55,25.9
2018,East Sikkim,15.27,23.09,25.54,19.72,21.96,21.24,28.16,28.28,23.55,25.9
2018,East Singbhum,20.22,29.31,27.49,21.81,25.53,21.24,28.16,28.28,23.55,25.9
2018,Erode,24.7,27.56,25.56,24.56,25.88,21.24,28.16,28.28,23.55,25.9
2018,Etah,16.26,29.96,31.75,21.78,26.14,21.24,28.16,28.28,23.55,25.9
2018,Etawah,16.62,30.4,31.32,21.82,26.19,21.24,28.16,28.28,23.55,25.9
2018,Faizabad,17.99,30.36,30.66,22.22,26.48,21.24,28.16,28.28,23.55,25.9
2018,Faridabad,15.98,29.5,31.27,21.65,25.81,21.24,28.16,28.28,23.55,25.9
2018,Faridkot,15.35,28.54,32.8,21.67,26.03,21.24,28.16,28.28,23.55,25.9
2018,Farrukhabad,16.62,29.98,31.47,21.8,26.21,21.24,28.16,28.28,23.55,25.9
2018,Fatehabad,15.56,28.81,32.27,21.66,25.98,21.24,28.16,28.28,23.55,25.9
2018,Fatehgarh Sahib,15.97,28.39,31.94,21.28,25.81,21.24,28.16,28.28,23.55,25.9
2018,Fatehpur,17.16,30.37,30.58,21.81,26.31,21.24,28.16,28.28,23.55,25.9
2018,Firozabad,16.45,30.26,31.71,21.97,26.24,21.24,28.16,28.28,23.55,25.9
2018,Firozpur,15.2,28.48,32.87,21.43,25.97,21.24,28.16,28.28,23.55,25.9
2018,Gadag,24.08,28.98,25.09,24.36,25.81,21.24,28.16,28.28,23.55,25.9
2018,Gadchiroli,23.99,33.04,29.02,24.58,28.22,21.24,28.16,28.28,23.55,25.9
2018,Gajapati,23.23,29.39,28.29,24.05,26.76,21.24,28.16,28.28,23.55,25.9
2018,Gandhinagar,21.18,30.95,29.87,25.3,27.55,21.24,28.16,28.28,23.55,25.9
2018,Ganganagar,15.3,29.03,33.19,21.48,26.25,21.24,28.16,28.28,23.55,25.9
2018,Ganjam,22.1,28.07,27.12,22.92,25.63,21.24,28.16,28.28,23.55,25.9
2018,Garhwal,16.24,27.69,29.95,20.57,24.73,21.24,28.16,28.28,23.55,25.9
2018,Garwah,17.29,28.62,27.69,20.9,24.5,21.24,28.16,28.28,23.55,25.9
2018,Gautam Buddha Nagar,15.84,29.31,31.27,21.41,25.73,21.24,28.16,28.28,23.55,25.9
2018,Gaya,17.97,29.44,28.98,21.81,25.55,21.24,28.16,28.28,23.55,25.9
2018,Ghaziabad,18.44,30.22,30.28,22.42,26.52,21.24,28.16,28.28,23.55,25.9
2018,Ghazipur,15.9,29.16,31.37,21.31,25.7,21.24,28.16,28.28,23.55,25.9
2018,Giridih,18.59,29.16,27.89,21.47,25.14,21.24,28.16,28.28,23.55,25.9
2018,Godda,19.34,29.0,28.78,22.61,25.77,21.24,28.16,28.28,23.55,25.9
2018,Golaghat,18.74,24.63,27.34,21.6,23.9,21.24,28.16,28.28,23.55,25.9
2018,Golapara,19.12,26.03,27.83,22.34,24.62,21.24,28.16,28.28,23.55,25.9
2018,Gonda,18.07,29.94,30.59,22.03,26.38,21.24,28.16,28.28,23.55,25.9
2018,Gondiya,22.43,32.65,28.76,24.02,27.47,21.24,28.16,28.28,23.55,25.9
2018,Gopalganj,18.63,29.41,30.31,22.65,26.49,21.24,28.16,28.28,23.55,25.9
2018,Gorakhpur,18.44,29.82,30.47,22.58,26.55,21.24,28.16,28.28,23.55,25.9
2018,Gulbarga,25.33,32.34,27.57,25.17,27.85,21.24,28.16,28.28,23.55,25.9
2018,Gumla,19.29,29.72,27.75,21.8,25.56,21.24,28.16,28.28,23.55,25.9
2018,Guna,18.8,31.17,28.77,23.23,26.36,21.24,28.16,28.28,23.55,25.9
2018,Guntur,25.46,32.14,29.88,25.71,28.81,21.24,28.16,28.28,23.55,25.9
2018,Gurdaspur,14.38,26.56,31.03,20.0,24.43,21.24,28.16,28.28,23.55,25.9
2018,Gurgaon,15.88,29.2,31.03,21.5,25.59,21.24,28.16,28.28,23.55,25.9
2018,Gwalior,17.16,30.37,30.05,22.04,25.87,21.24,28.16,28.28,23.55,25.9
2018,Hailakandi,19.74,25.89,27.59,22.43,24.64,21.24,28.16,28.28,23.55,25.9
2018,Hanumangarh,15.53,29.14,32.7,21.68,26.22,21.24,28.16,28.28,23.55,25.9
2018,Harda,21.94,32.09,28.23,24.4,27.12,21.24,28.16,28.28,23.55,25.9
2018,Hardoi,17.15,30.11,31.08,21.85,26.4,21.24,28.16,28.28,23.55,25.9
2018,Hardwar,16.11,28.15,30.52,20.95,25.16,21.24,28.16,28.28,23.55,25.9
2018,Hassan,24.72,27.47,24.13,24.52,25.39,21.24,28.16,28.28,23.55,25.9
2018,Hathras,16.34,30.08,31.65,21.82,26.14,21.24,28.16,28.28,23.55,25.9
2018,Haveri,24.41,28.13,24.93,24.76,25.83,21.24,28.16,28.28,23.55,25.9
2018,Hazaribagh,17.87,28.43,26.85,20.74,24.29,21.24,28.16,28.28,23.55,25.9
2018,Hingoli,24.11,32.25,27.49,24.6,27.6,21.24,28.16,28.28,23.55,25.9
2018,Hisar,15.62,28.9,32.06,21.58,25.91,21.24,28.16,28.28,23.55,25.9
2018,Hooghly,22.2,30.03,29.26,23.97,27.16,21.24,28.16,28.28,23.55,25.9
2018,Hoshangabad,20.87,31.34,27.6,23.36,26.24,21.24,28.16,28.28,23.55,25.9
2018,Hoshiarpur,14.96,27.24,31.37,20.32,24.83,21.24,28.16,28.28,23.55,25.9
2018,Howrah,22.34,29.8,29.15,24.17,27.08,21.24,28.16,28.28,23.55,25.9
2018,Hyderabad,24.85,32.27,27.66,24.73,27.59,21.24,28.16,28.28,23.55,25.9
2018,Idukki,26.79,28.76,27.02,26.84,27.36,21.24,28.16,28.28,23.55,25.9
2018,Imphal,16.45,21.82,23.83,19.1,20.91,21.24,28.16,28.28,23.55,25.9
2018,Imphal East,16.45,21.82,23.83,19.1,20.91,21.24,28.16,28.28,23.55,25.9
2018,Imphal West,19.02,24.73,26.73,21.62,23.71,21.24,28.16,28.28,23.55,25.9
2018,Indore,21.49,31.56,28.37,24.63,27.15,21.24,28.16,28.28,23.55,25.9
2018,Jabalpur,19.36,30.45,27.44,22.21,25.38,21.24,28.16,28.28,23.55,25.9
2018,Jagatsinghapur,23.96,29.02,28.94,24.78,27.26,21.24,28.16,28.28,23.55,25.9
2018,Jaintia Hills,19.73,25.31,27.42,22.26,24.45,21.24,28.16,28.28,23.55,25.9
2018,Jaipur,17.14,30.2,30.63,22.56,26.32,21.24,28.16,28.28,23.55,25.9
2018,Jaisalmer,17.06,29.64,32.03,22.61,26.41,21.24,28.16,28.28,23.55,25.9
2018,Jajapur,23.9,30.51,29.18,24.6,27.72,21.24,28.16,28.28,23.55,25.9
2018,Jalandhar,15.57,27.95,32.13,20.96,25.55,21.24,28.16,28.28,23.55,25.9
2018,Jalaun,16.89,30.36,30.58,21.64,25.97,21.24,28.16,28.28,23.55,25.9
2018,Jalgaon,22.54,30.91,27.23,24.15,26.61,21.24,28.16,28.28,23.55,25.9
2018,Jalna,23.52,31.23,27.02,24.43,27.03,21.24,28.16,28.28,23.55,25.9
2018,Jalor,19.35,30.51,30.37,24.24,26.98,21.24,28.16,28.28,23.55,25.9
2018,Jalpaiguri,18.84,26.68,28.8,22.92,25.25,21.24,28.16,28.28,23.55,25.9
2018,Jammu,14.18,26.49,30.92,20.02,24.34,21.24,28.16,28.28,23.55,25.9
2018,Jamui,18.27,28.82,28.18,21.58,25.14,21.24,28.16,28.28,23.55,25.9
2018,Janjgir,21.21,31.69,28.54,23.43,27.1,21.24,28.16,28.28,23.55,25.9
2018,Jashpur,19.48,30.14,27.89,22.18,25.82,21.24,28.16,28.28,23.55,25.9
2018,Jaunpur,18.12,30.36,30.61,22.38,26.6,21.24,28.16,28.28,23.55,25.9
2018,Jehanabad,18.31,30.2,30.3,22.58,26.38,21.24,28.16,28.28,23.55,25.9
2018,Jhabua,21.47,30.63,28.09,25.03,26.94,21.24,28.16,28.28,23.55,25.9
2018,Jhajjar,15.65,28.9,31.18,21.39,25.56,21.24,28.16,28.28,23.55,25.9
2018,Jhalawar,19.04,30.88,28.39,23.64,26.44,21.24,28.16,28.28,23.55,25.9
2018,Jhansi,17.44,30.58,29.68,22.14,25.86,21.24,28.16,28.28,23.55,25.9
2018,Jharsuguda,21.25,30.99,28.4,23.16,26.91,21.24,28.16,28.28,23.55,25.9
2018,Jhunjhunun,15.88,29.13,31.17,21.66,25.66,21.24,28.16,28.28,23.55,25.9
2018,Jind,15.54,28.64,31.7,21.41,25.7,21.24,28.16,28.28,23.55,25.9
2018,Jodhpur,17.91,30.11,31.3,23.34,26.63,21.24,28.16,28.28,23.55,25.9
2018,Jorhat,18.83,24.76,27.67,21.65,24.06,21.24,28.16,28.28,23.55,25.9
2018,Jyotiba Phule Nagar,16.42,29.12,31.15,21.52,25.93,21.24,28.16,28.28,23.55,25.9
2018,Kachchh,17.05,24.95,24.59,20.76,22.47,21.24,28.16,28.28,23.55,25.9
2018,Kaimur,17.73,29.66,29.47,21.8,25.68,21.24,28.16,28.28,23.55,25.9
2018,Kaithal,15.68,28.52,31.66,21.37,25.75,21.24,28.16,28.28,23.55,25.9
2018,Kalahandi,21.36,29.62,26.62,22.64,25.58,21.24,28.16,28.28,23.55,25.9
2018,Kamrup,17.84,23.72,26.19,20.67,22.78,21.24,28.16,28.28,23.55,25.9
2018,Kancheepuram,25.36,30.63,30.64,26.14,28.72,21.24,28.16,28.28,23.55,25.9
2018,Kandhamal,21.02,28.54,26.39,22.17,25.18,21.24,28.16,28.28,23.55,25.9
2018,Kangra,13.44,25.45,29.73,18.84,23.25,21.24,28.16,28.28,23.55,25.9
2018,Kanker,22.36,31.82,27.99,23.46,27.0,21.24,28.16,28.28,23.55,25.9
2018,Kannauj,16.61,30.15,31.39,21.79,26.24,21.24,28.16,28.28,23.55,25.9
2018,Kanpur Dehat,16.73,30.3,30.99,21.66,26.08,21.24,28.16,28.28,23.55,25.9
2018,Kanpur Nagar,16.76,30.26,30.95,21.63,26.16,21.24,28.16,28.28,23.55,25.9
2018,Kapurthala,15.43,27.82,32.14,20.96,25.49,21.24,28.16,28.28,23.55,25.9
2018,Karaikal,26.74,30.83,30.53,27.4,29.16,21.24,28.16,28.28,23.55,25.9
2018,Karauli,17.9,31.09,31.26,23.17,26.87,21.24,28.16,28.28,23.55,25.9
2018,Karbi Anglong,17.53,23.08,25.67,20.35,22.45,21.24,28.16,28.28,23.55,25.9
2018,Kargil,-4.18,6.56,13.93,3.24,6.47,21.24,28.16,28.28,23.55,25.9
2018,Karimganj,19.88,26.78,28.61,22.97,25.38,21.24,28.16,28.28,23.55,25.9
2018,Karimnagar,24.17,32.26,28.01,24.31,27.62,21.24,28.16,28.28,23.55,25.9
2018,Karnal,15.85,28.45,31.19,21.19,25.55,21.24,28.16,28.28,23.55,25.9
2018,Karur,24.05,27.24,25.48,24.17,25.44,21.24,28.16,28.28,23.55,25.9
2018,Kathua,13.6,25.81,30.33,19.19,23.7,21.24,28.16,28.28,23.55,25.9
2018,Katihar,18.55,27.71,28.95,22.68,25.45,21.24,28.16,28.28,23.55,25.9
2018,Katni,18.96,30.13,28.13,22.09,25.5,21.24,28.16,28.28,23.55,25.9
2018,Kaushambi,17.14,30.07,29.95,21.7,26.04,21.24,28.16,28.28,23.55,25.9
2018,Kawardha,20.61,31.18,27.68,22.81,26.25,21.24,28.16,28.28,23.55,25.9
2018,Kendrapara,24.31,30.08,29.4,25.02,27.8,21.24,28.16,28.28,23.55,25.9
2018,Kendujhar,21.98,30.56,28.17,23.13,26.79,21.24,28.16,28.28,23.55,25.9
2018,Khagaria,18.75,28.63,29.33,22.69,25.85,21.24,28.16,28.28,23.55,25.9
2018,Khammam,25.0,32.15,29.56,25.56,28.43,21.24,28.16,28.28,23.55,25.9
2018,Kheda,21.63,30.99,29.72,25.35,27.63,21.24,28.16,28.28,23.55,25.9
2018,Kheri,17.8,29.48,30.8,21.88,26.18,21.24,28.16,28.28,23.55,25.9
2018,Khordha,23.52,28.96,28.71,24.23,26.98,21.24,28.16,28.28,23.55,25.9
2018,Kinnaur,6.06,15.14,18.61,10.81,13.66,21.24,28.16,28.28,23.55,25.9
2018,Kishanganj,18.15,26.96,29.0,22.72,25.29,21.24,28.16,28.28,23.55,25.9
2018,Kodagu,24.79,27.09,24.42,24.75,25.42,21.24,28.16,28.28,23.55,25.9
2018,Kodarma,17.86,28.66,27.53,20.98,24.61,21.24,28.16,28.28,23.55,25.9
2018,Kohima,16.29,21.67,24.26,19.1,21.04,21.24,28.16,28.28,23.55,25.9
2018,Kokrajhar,19.14,26.5,28.55,22.72,25.1,21.24,28.16,28.28,23.55,25.9
2018,Kolar,23.51,28.29,25.31,23.39,25.54,21.24,28.16,28.28,23.55,25.9
2018,Kolasib,19.71,25.86,27.3,22.45,24.55,21.24,28.16,28.28,23.55,25.9
2018,Kolhapur,23.6,27.63,24.78,25.07,25.43,21.24,28.16,28.28,23.55,25.9
2018,Kolkata,22.4,29.96,29.36,24.28,27.23,21.24,28.16,28.28,23.55,25.9
2018,Koppal,24.54,29.97,25.76,24.37,26.43,21.24,28.16,28.28,23.55,25.9
2018,Koraput,22.06,29.3,26.81,23.02,25.7,21.24,28.16,28.28,23.55,25.9
2018,Korba,20.69,31.57,28.53,23.18,26.73,21.24,28.16,28.28,23.55,25.9
2018,Koriya,18.33,29.56,27.42,21.42,24.94,21.24,28.16,28.28,23.55,25.9
2018,Kota,18.51,31.05,29.52,23.6,26.85,21.24,28.16,28.28,23.55,25.9
2018,Krishna,24.86,31.1,29.82,25.54,28.31,21.24,28.16,28.28,23.55,25.9
2018,Kullu,9.86,20.26,23.81,15.0,18.43,21.24,28.16,28.28,23.55,25.9
2018,Kupwara,-5.23,5.92,13.85,2.34,6.01,21.24,28.16,28.28,23.55,25.9
2018,Kurnool,25.68,32.37,28.34,25.34,28.23,21.24,28.16,28.28,23.55,25.9
2018,Kurukshetra,15.9,28.21,31.26,21.1,25.58,21.24,28.16,28.28,23.55,25.9
2018,Kushinagar,18.49,29.39,30.24,22.58,26.37,21.24,28.16,28.28,23.55,25.9
2018,Lahul & Spiti,0.9,10.55,16.21,6.64,9.87,21.24,28.16,28.28,23.55,25.9
2018,Lakhimpur,19.61,25.54,28.77,22.38,24.94,21.24,28.16,28.28,23.55,25.9
2018,Lakhisarai,18.4,29.08,29.16,22.27,25.75,21.24,28.16,28.28,23.55,25.9
2018,Lalitpur,18.76,31.03,28.45,23.01,26.15,21.24,28.16,28.28,23.55,25.9
2018,Latur,24.56,32.1,27.26,24.82,27.49,21.24,28.16,28.28,23.55,25.9
2018,Lawngtlai,22.0,26.92,27.21,24.19,25.52,21.24,28.16,28.28,23.55,25.9
2018,Leh,-11.96,-1.36,8.23,-5.24,-0.89,21.24,28.16,28.28,23.55,25.9
2018,Lohardaga,17.72,28.3,26.77,20.47,24.19,21.24,28.16,28.28,23.55,25.9
2018,Lohit,15.22,21.44,25.33,18.11,20.94,21.24,28.16,28.28,23.55,25.9
2018,Lower Subansiri,13.05,19.39,23.48,16.3,19.05,21.24,28.16,28.28,23.55,25.9
2018,Lucknow,17.39,30.58,31.05,21.91,26.54,21.24,28.16,28.28,23.55,25.9
2018,Ludhiana,15.88,28.44,32.33,21.39,25.9,21.24,28.16,28.28,23.55,25.9
2018,Lunglei,22.04,27.26,27.73,24.26,25.86,21.24,28.16,28.28,23.55,25.9
2018,Madhepura,18.61,28.16,29.34,22.8,25.75,21.24,28.16,28.28,23.55,25.9
2018,Madhubani,18.57,28.17,29.76,22.85,26.01,21.24,28.16,28.28,23.55,25.9
2018,Madurai,25.58,27.84,26.29,25.56,26.36,21.24,28.16,28.28,23.55,25.9
2018,Maharajganj,18.41,29.37,30.27,22.46,26.35,21.24,28.16,28.28,23.55,25.9
2018,Mahasamund,21.37,31.2,27.85,23.17,26.69,21.24,28.16,28.28,23.55,25.9
2018,Mahbubnagar,25.56,32.57,28.23,25.29,28.23,21.24,28.16,28.28,23.55,25.9
2018,Mahendragarh,15.64,28.78,30.74,21.33,25.26,21.24,28.16,28.28,23.55,25.9
2018,Mahesana,20.78,30.84,29.98,25.12,27.39,21.24,28.16,28.28,23.55,25.9
2018,Mahoba,17.28,30.06,29.36,21.79,25.6,21.24,28.16,28.28,23.55,25.9
2018,Mainpuri,16.41,30.08,31.71,21.88,26.21,21.24,28.16,28.28,23.55,25.9
2018,Malda,19.52,28.37,29.05,23.18,25.94,21.24,28.16,28.28,23.55,25.9
2018,Malkangiri,23.53,30.76,28.4,24.5,27.18,21.24,28.16,28.28,23.55,25.9
2018,Mamit,21.16,27.04,28.01,23.69,25.63,21.24,28.16,28.28,23.55,25.9
2018,Mandi,13.64,25.35,28.93,18.8,22.99,21.24,28.16,28.28,23.55,25.9
2018,Mandla,20.17,30.91,27.83,22.73,25.94,21.24,28.16,28.28,23.55,25.9
2018,Mandsaur,19.31,30.86,28.56,23.94,26.56,21.24,28.16,28.28,23.55,25.9
2018,Mandya,23.63,26.71,23.67,23.34,24.61,21.24,28.16,28.28,23.55,25.9
2018,Mansa,15.47,28.72,32.39,21.65,25.95,21.24,28.16,28.28,23.55,25.9
2018,Mathura,16.42,29.99,31.37,21.86,26.06,21.24,28.16,28.28,23.55,25.9
2018,Mau,18.53,30.07,30.44,22.51,26.61,21.24,28.16,28.28,23.55,25.9
2018,Mayurbhanj,21.56,29.68,27.88,22.74,26.19,21.24,28.16,28.28,23.55,25.9
2018,Medak,24.36,31.98,27.2,24.35,27.35,21.24,28.16,28.28,23.55,25.9
2018,Meerut,16.04,28.93,31.15,21.34,25.73,21.24,28.16,28.28,23.55,25.9
